"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","24 Aug 2026 14:57:39 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
24-08 14:57:39,,1073448,11671712,157344,3254580,,,,,,,1.760,1.260,0.880,1,0,,,,11,4,0,9,2
24-08 14:57:40,21.214,27.453,50.165,0,0,1066156,11678776,157440,3254676,70008.929,30481.158,0,22306.062,0,92.842,5129,3006,1.760,1.260,0.880,5,0,140.761,0,0,11,4,0,9,2
24-08 14:57:41,23.294,23.545,51.598,0,0,1079312,11665352,157480,3254888,66865.558,37994.481,0,989.888,0,16.031,4710,2495,1.760,1.260,0.880,1,0,136.260,0,0,11,4,0,9,2
24-08 14:57:42,19.943,25.428,52.849,0.748,0,1082628,11661708,157536,3255112,70247.758,38580.027,0,761.828,0,20.940,4828,2514,1.760,1.260,0.880,2,0,146.582,0,0,11,4,0,9,2
24-08 14:57:43,22.975,25.721,49.695,0,0,1076612,11650236,157608,3271888,239576.233,39084.643,0,839.069,0,19.978,4738,2481,1.760,1.260,0.880,2,0,124.861,0,0,11,4,0,9,2
24-08 14:57:44,28.557,26.803,44.588,0,0,1085980,11632652,157892,3279124,47557.330,24408.414,0,893.773,0,35.070,4632,2506,1.940,1.300,0.890,2,0,125.248,0,0,11,4,0,9,2
24-08 14:57:45,27.802,26.800,44.083,0,0,1087752,11619952,158684,3287484,60921.785,32705.622,0,917.729,0,45.085,4725,2454,1.940,1.300,0.890,2,0,122.230,0,0,11,4,0,9,2
24-08 14:57:46,38.197,24.375,37.443,0.251,0,1076508,11615888,159088,3300776,58033.673,579761.769,0,1270.539,0,32.166,5010,4474,1.940,1.300,0.890,5,0,66.341,0,0,11,4,0,9,2
24-08 14:57:47,30.777,24.572,42.195,0,0,1076576,11611424,159232,3304568,49030.409,99476.579,0,571.864,0,13.899,4605,2349,1.940,1.300,0.890,5,0,117.153,0,0,11,4,0,9,2
