"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","30 Jun 2026 12:26:52 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
30-06 12:26:52,,1069924,11717936,143596,3223792,,,,,,,1.630,1.350,1.320,2,0,,,,11,4,0,9,2
30-06 12:26:53,28.612,25.627,44.287,0,0,1069460,11713552,143708,3228040,60662.984,33628.123,0,0,0,0,4661,2490,1.820,1.390,1.330,2,0,137.339,0,0,11,4,0,9,2
30-06 12:26:54,26.856,27.107,45.429,0,0,1074780,11687700,144484,3246092,60975.141,33664.583,0,2305.078,0,91.360,4890,2764,1.820,1.390,1.330,2,0,134.530,0,0,11,4,0,9,2
30-06 12:26:55,27.000,27.000,44.749,0.250,0,1081788,11669396,145300,3254796,45921.272,24291.615,0,1499.976,0,55.999,4773,2605,1.820,1.390,1.330,2,0,143.998,0,0,11,4,0,9,2
30-06 12:26:56,27.498,30.248,40.748,0,0,1101356,11624896,146148,3276668,61157.641,35098.072,0,27918.467,0,442.976,5226,2655,1.820,1.390,1.330,2,0,135.993,0,0,11,4,0,9,2
30-06 12:26:57,28.218,27.219,42.951,0.250,0,1100544,11615612,146768,3285152,60110.004,32461.280,0,1626.161,0,51.941,4794,2594,1.820,1.390,1.330,3,0,120.863,0,0,11,4,0,9,2
30-06 12:26:58,24.748,28.248,43.997,1.750,0,1058452,11670540,147116,3271508,45668.070,23932.464,935.940,843.946,12.999,30.998,4706,2420,1.990,1.430,1.350,2,0,125.992,0,0,11,2,0,9,0
30-06 12:26:59,33.772,29.019,36.523,0,0,1083960,11645020,147116,3271520,59610.197,31468.164,0,4.003,0,1.001,4888,3881,1.990,1.430,1.350,6,0,93.060,0,0,11,2,0,9,0
30-06 12:27:00,23.021,29.527,46.542,0,0,1079660,11649320,147116,3271524,50107.693,25799.526,0,2794.548,0,501.457,5407,2441,1.990,1.430,1.350,1,0,135.123,0,0,11,3,0,9,0
